,Country Name,Country Code,Year,Birth Rate,Population_male,Population_female,Population_total,Median_age,Human Development Index,PM2.5_pollution,Urban population rate,Death_Rate,Population_15_64_rate,Population_65_above,Cotisation sociale,Life_expectancy_in_years,gov_health_exp_as_perc_of_gdp,undernourished_population_rate,population_rate_with_water_access,mortality_cvd_crd_cancer_diabete_30_70,uhc_service_coverage,population_growth_rate,Female_employment_rate,GDP per Capita,female_population_rate_15to44
2103,Angola,AGO,2014,42.676,13381965,13746371,27128337,16.0,0.563,28.23624771,62.731,9.181,14019670.0,693611.0,1.96336056045669,60.04,1.31816018,12.5,53.5415077905239,22.8,,3.68442896683492,68.016,5011.98441159671,41.8599955631928
2104,Albania,ALB,2014,12.15,1449241,1439863,2889104,34.3,0.792,19.94217042,56.423,7.868,1972967.0,378419.0,,78.407,2.5936265,4.4,93.0200580597032,13.5,,-0.207046999760594,37.037,4578.63320812155,42.6379628634371
2105,United Arab Emirates,ARE,2014,11.989,6307775,2528177,8835951,28.7,0.859,41.09563287,85.375,0.948,7521502.0,47871.0,,79.044,2.57658958,4.7,99.9039888768332,20.3,,0.956397623844095,45.762,46865.9645983676,68.37911269661889
2106,Argentina,ARG,2014,17.504,21106519,21562981,42669500,29.7,0.846,13.77937715,91.377,7.447,27356930.0,4691726.0,,76.755,6.3273077,2.7,98.9232479851466,16.4,,1.09946109101836,43.448,12334.7982453893,43.64825385714843
2107,Armenia,ARM,2014,15.842,1321149,1568781,2889930,32.0,0.764,38.00214063,63.112,9.704,2026872.0,302814.0,,74.058,1.50548005,2.5,99.3248756665526,22.0,,-0.395592881362063,49.617,4017.22991449473,44.20291933673342
2108,Australia,AUS,2014,13.2,11668610,11807077,23475686,36.3,0.931,6.880050681,85.602,6.6,15593448.0,3442656.0,,82.3,6.90871811,2.5,99.9614764144689,9.3,,1.49156648912847,55.016,62558.2438786332,41.274618233387734
2109,Austria,AUT,2014,9.6,4177916,4368440,8546356,41.9,0.909,12.81319702,57.526,9.2,5753902.0,1569952.0,,81.490243902439,7.51863861,2.5,100.0,11.7,,0.781541632525841,52.324,51786.3771747905,37.6734545218131
2110,Azerbaijan,AZE,2014,17.9,4691683,4843397,9535079,28.4,0.745,27.48496809,54.422,5.8,6711491.0,515001.0,,71.116,1.12798095,2.5,91.2831530135521,28.4,,1.24820899735588,56.641,7890.84028062087,48.48208820430991
2111,Burundi,BDI,2014,42.356,5203501,5291412,10494913,16.0,0.426,34.92429065,11.776,8.798,5412142.0,237756.0,,59.868,2.78679872,,58.9625419122028,26.3,,3.3458633833966,79.544,257.818557410131,43.39856199050103
2112,Belgium,BEL,2014,11.2,5508176,5700881,11209057,40.4,0.921,12.83901513,97.833,9.3,7285273.0,2019392.0,,81.2878048780488,8.0758276,2.5,99.9999985626867,11.5,,0.44392928847521,44.261,47764.0715120833,37.06256548032508
2113,Benin,BEN,2014,39.192,5301391,5313453,10614844,17.1,0.524,39.31147497,45.166,9.996,5694681.0,331269.0,,59.125,0.57532829,8.2,65.5234749625524,23.7,,2.92622897984691,62.631,1251.50476511083,43.217730238911436
2114,Burkina Faso,BFA,2014,40.965,9028931,9140912,18169842,16.0,0.408,48.4137269,26.934,9.96,9397743.0,479095.0,,58.359,1.62685239,13.1,51.4054752913412,24.9,,2.97977849923872,55.146,767.371344051512,42.36410668673472
2115,Bangladesh,BGD,2014,19.537,77673568,78287731,155961299,23.6,0.583,73.27082296,33.535,5.891,100454049.0,7363770.0,,69.986,0.50557047,14.8,97.1596636760135,18.8,,1.24596020808779,30.017,1108.51495720707,49.85545883300666
2116,Bulgaria,BGR,2014,9.4,3500151,3723787,7223938,42.3,0.807,21.63806967,73.651,15.1,4751668.0,1450544.0,,74.4658536585366,4.47436905,3.8,99.2961131591919,24.7,,-0.568389264052903,43.572,7912.27484371138,35.98264873033746
2117,Bahrain,BHR,2014,15.953,810704,500430,1311134,29.8,0.83,59.51273914,88.915,2.028,1011194.0,34562.0,,79.328,2.86725354,,99.9315289348395,16.6,,3.84537935863732,41.356,25464.760097715,53.60134923830577
2118,Bosnia and Herzegovina,BIH,2014,8.768,1745230,1825837,3571068,39.1,0.756,31.60560208,46.84,12.276,2494930.0,532979.0,,75.659,6.67786932,2.5,96.1681277683125,19.0,,-1.29347782804997,24.45,5196.97008415107,39.78964168214359
2119,Belarus,BLR,2014,12.5,4368497,5080019,9448515,38.7,0.812,20.21540632,76.693,12.8,6542450.0,1392156.0,,72.9707317073171,3.37288022,2.5,98.3203614644208,25.7,,0.056151567510169,55.503,8341.29014337961,38.65711960250689
2120,Belize,BLZ,2014,22.097,177061,175274,352335,22.4,0.709,21.65038865,45.335,4.584,223155.0,14780.0,0.0786010387920991,73.311,3.87131286,6.6,96.5423001003273,16.4,,2.19427675238371,40.931,6031.54840210944,49.78077119473283
2121,Bolivia,BOL,2014,24.14,5493370,5423617,10916987,22.2,0.684,27.64739605,68.047,7.262,6735916.0,531196.0,,67.163,3.69240737,17.1,89.8203347879304,18.1,,1.60331510672219,59.41,3022.46288443562,47.370242035896
2122,Brazil,BRA,2014,14.753,100185186,103274465,203459650,29.9,0.754,13.00059985,85.492,6.272,141291467.0,15579806.0,,74.306,3.69886398,2.6,97.5585811855157,16.3,,0.857834828724811,47.943,12071.4044637296,47.84322823652488
2123,Barbados,BRB,2014,11.221,132669,144824,277493,36.9,0.789,20.19670971,31.328,8.797,189156.0,35241.0,,76.476,3.28546762,2.5,98.464443323885,15.7,,0.226568487744075,52.799,16964.7522640211,40.347249074739004
2124,Bhutan,BTN,2014,17.743,391565,344791,736357,24.5,0.617,48.53903271,37.918,6.705,492615.0,40885.0,,70.049,2.45531821,,96.6057777361165,19.0,,1.0193598434941,52.066,2589.89916029556,51.191227161922484
2125,Botswana,BWA,2014,26.771,1112387,1147988,2260376,22.0,0.696,25.16656494,66.368,7.927,1411719.0,71484.0,,62.608,3.99039125,23.3,87.5224807709858,30.2,,1.92508536769659,43.265,6844.03324966349,50.127679850451464
2126,Central African Republic,CAF,2014,41.921,2404501,2394233,4798734,14.7,0.37,42.4180555,39.959,13.517,2381123.0,101341.0,,50.566,0.71106249,46.9,43.354001474842,38.2,,-0.0769490230926806,58.916,394.856932975083,39.71466018553745
2127,Canada,CAN,2014,10.9,17582153,17855282,35437435,39.5,0.925,7.492005176,81.218,7.3,24147355.0,5534047.0,23.4456523019303,81.7843902439025,7.24133968,2.5,99.230983411354,10.4,,1.00533757867378,57.615,50955.9983232404,39.07852358647264
2128,Switzerland,CHE,2014,10.4,4048150,4140499,8188649,41.2,0.952,10.60883998,73.696,7.8,5521551.0,1448097.0,,83.1975609756098,3.40755963,2.5,99.9999972090687,8.8,,1.22010397343287,58.802,88724.9909402638,38.50628691744129
2129,Chile,CHL,2014,13.545,8775549,8911559,17687108,33.0,0.841,22.30595213,87.303,6.12,12211695.0,1900863.0,,79.473,3.72688317,3.1,99.2742482208884,11.9,,1.00681495918115,45.111,14675.1508730028,44.7516902064111
2130,China,CHN,2014,13.83,702159650,669700351,1371860000,35.3,0.725,60.26956062,54.259,7.12,987820941.0,132153818.0,,76.717,2.79103708,2.5,91.9731192427815,17.2,,0.630326389541893,60.352,7636.0743401587,44.95423752623195
2131,Cote d'Ivoire,CIV,2014,36.6,11652068,11343487,22995555,16.7,0.502,48.05276242,49.014,9.847,12352443.0,550893.0,,57.208,0.77760935,12.6,72.1071370058076,24.3,,2.31524274847183,51.975,2124.01943008462,44.830566650272516
2132,Cameroon,CMR,2014,37.818,11106213,11193372,22299585,17.0,0.551,56.35775552,53.976,9.548,11963449.0,644953.0,,58.935,0.58977377,4.1,65.4615077465372,26.2,,3.03550756998046,64.302,1631.7139850845,44.22242019652339
2133,Colombia,COL,2014,15.834,23060580,23617367,46677947,28.1,0.75,23.85881131,79.415,5.106,31863569.0,3198493.0,,76.043,5.05892658,5.8,95.821895841302,10.2,,0.947136923375947,51.173,8167.47284156278,47.44993800536698
2134,Comoros,COM,2014,32.594,358036,356575,714612,18.4,0.54,17.0517918,28.338,8.865,397726.0,29455.0,,62.516,0.55491424,12.8,80.2060315486897,21.5,,2.15269220591586,29.267,1608.68787502172,44.473190109808414
2135,Costa Rica,CRI,2014,14.852,2430257,2414032,4844288,29.7,0.796,18.28090193,75.941,5.059,3321820.0,409296.0,36.0486990180216,78.774,5.44291878,4.8,99.0392479916441,9.7,,1.09494595424381,45.786,10737.6788811529,46.93302469333975
2136,Cuba,CUB,2014,10.86,5650315,5681712,11332026,39.2,0.771,19.5657393,76.861,8.833,7843110.0,1572857.0,,77.853,10.95757103,2.5,93.5635722640959,16.6,,0.0922325673162479,40.7,7117.53573456326,40.63003726957976
2137,Cyprus,CYP,2014,11.163,589809,587186,1176995,34.5,0.865,16.41203304,67.031,6.317,840546.0,145894.0,,80.771,2.95597911,2.5,99.7962635128942,10.0,,0.855564798922502,49.568,27162.322265625,46.715350842833445
2138,Czechia,CZE,2014,10.4,5170017,5355330,10525347,40.0,0.887,18.16896079,73.384,10.0,7082902.0,1853345.0,,78.8243902439024,6.2726655,2.5,99.8800124959238,15.7,,0.105277581527518,47.099,19890.9199056648,39.14353023929039
2139,Germany,DEU,2014,8.8,39859493,41123008,80982500,44.5,0.937,12.24528447,77.19,10.7,53484793.0,16798918.0,,81.090243902439,8.48884487,2.5,100.0,12.4,,0.416877359168292,52.223,48023.8699845462,34.52590034597883
2140,Djibouti,DJI,2014,24.207,492063,497024,989087,21.9,0.488,42.85562418,77.314,8.672,608791.0,40142.0,,61.641,1.76380634,22.9,75.7452990400743,22.4,,1.7680638456514,11.404,2239.11453821208,48.06181196663739
2141,Denmark,DNK,2014,10.1,2801192,2842283,5643475,40.4,0.932,11.03144858,87.41,9.1,3637286.0,1039547.0,,80.7,8.70544338,2.5,99.9999981075887,12.3,,0.507053283010163,52.944,62548.9847332908,37.14186172519183
2142,Dominican Republic,DOM,2014,20.867,5185752,5096363,10282115,25.0,0.728,17.44234007,77.67,5.827,6653911.0,611657.0,,72.867,2.46088839,8.4,95.1580058945339,20.8,,1.2237834052777,40.786,6533.67091082712,47.39110028072963
2143,Algeria,DZA,2014,25.404,19755734,19004433,38760168,26.3,0.735,31.87523927,70.221,4.555,25723551.0,1962592.0,,75.11,4.71454287,2.7,93.1923467804089,14.3,,1.97904881035906,12.477,5516.22944039649,49.733850261834974
2144,Ecuador,ECU,2014,19.339,7981215,7976779,15957994,25.1,0.76,20.83237429,63.261,4.752,10218347.0,1032731.0,,76.622,4.11469746,8.6,92.3579685609702,11.9,,1.48359860231919,45.694,6374.6314856366,47.07311685581361
2145,Spain,ESP,2014,9.2,22853324,23627558,46480882,41.1,0.884,9.830912644,79.366,8.5,30917313.0,8503113.0,,83.2292682926829,6.38631392,2.5,99.926939322694,10.2,,-0.298951059088036,39.231,29513.6511800405,38.36826824689143
2146,Estonia,EST,2014,10.3,614645,699900,1314545,40.4,0.879,8.097020858,68.269,11.8,861707.0,244011.0,,77.0341463414634,4.74082613,2.5,99.7181271894266,18.0,,-0.262256175097854,50.827,20261.0667303886,35.83698866964809
2147,Ethiopia,ETH,2014,33.554,50196354,49550412,99746766,17.0,0.45,32.99059157,18.998,7.502,53901969.0,2918630.0,,62.905,0.71479559,15.6,40.034664721558,17.6,,2.70542811266671,71.941,557.534148360438,44.017862616178995
2148,Finland,FIN,2014,10.5,2686141,2775371,5461512,41.4,0.927,6.373112438,85.175,9.6,3491693.0,1073980.0,,81.1804878048781,7.78149414,2.5,100.0,10.6,,0.413560207519414,51.073,50327.2402902632,35.17762186461161
2149,Fiji,FJI,2014,21.683,463134,452426,915560,25.0,0.729,10.73278375,54.216,7.584,594802.0,42911.0,,67.376,2.0661068,8.9,95.2100702737926,38.7,,0.230397589525045,39.317,5305.06443160892,46.88750548431626
2150,France,FRA,2014,12.4,32078475,34233592,66312067,40.2,0.892,11.58971968,79.394,8.4,41834284.0,12366153.0,42.2654707284591,82.719512195122,8.11223507,2.5,99.9999972602157,11.0,,0.46824634207038,46.469,43068.5487241739,36.00957409365903
2151,Gabon,GAB,2014,31.622,1003790,963066,1966855,21.0,0.694,34.1318172,87.651,7.659,1166762.0,77549.0,0.648667318091309,64.974,1.51668847,15.7,84.1376398407192,24.3,,3.34110410137597,28.384,9255.36803467635,46.710530072980504
2152,United Kingdom,GBR,2014,12.0,31799385,32802913,64602298,38.9,0.924,10.88658588,82.365,8.8,41827620.0,11357917.0,,81.3048780487805,7.90565538,2.5,99.9999983476075,11.3,,0.736463978721671,53.696,47439.6165895125,38.54890959355662
2153,Georgia,GEO,2014,15.442,1754655,1964758,3719414,35.9,0.784,19.38130856,57.067,12.576,2497452.0,515127.0,,73.099,2.18159628,3.6,93.4896105267785,25.1,,0.0469539002549217,49.045,4739.27691304547,39.76370774696013
2154,Ghana,GHA,2014,31.834,14059371,14136988,28196358,19.6,0.6,46.9526973,53.419,7.817,16326827.0,879366.0,,63.045,1.40883136,7.5,79.8844304386383,24.5,,2.40764489206261,62.652,1942.92186873525,45.89486812891119
2155,Guinea,GIN,2014,37.891,5564217,5769149,11333365,16.7,0.435,48.19905641,34.836,10.856,5997939.0,398054.0,,57.886,0.61152339,12.9,61.6487943410555,26.3,,2.48293200818758,46.192,774.5690395852,42.886389559915095
2156,Guinea-Bissau,GNB,2014,36.472,857202,886107,1743309,17.2,0.466,49.37871651,41.715,9.549,948590.0,45562.0,,58.61,0.59649962,34.8,60.3130027729524,27.5,,2.6479419321498,47.366,605.122546466363,44.597717882829066
2157,Equatorial Guinea,GNQ,2014,36.047,680902,614281,1295183,20.3,0.598,39.10904578,70.083,9.965,754625.0,40123.0,,59.595,0.47094294,,63.9264743902707,22.1,,4.0367432369581,46.397,16804.9249271976,44.009581934000906
2158,Greece,GRC,2014,8.5,5352340,5540073,10892413,42.0,0.879,15.72743666,77.702,10.4,7065107.0,2235391.0,,81.3853658536585,4.48809004,2.5,99.9982288014899,13.0,,-0.666113290031891,30.947,21616.7100094908,37.13736609511108
2159,Guatemala,GTM,2014,26.077,7582657,7723659,15306316,19.9,0.637,29.42704565,49.634,5.071,9021176.0,666932.0,6.31857653538578,71.964,2.23796296,16.2,91.7035730175933,17.0,,1.72875760277972,38.664,3779.62620518889,47.39039565921003
2160,Guyana,GUY,2014,21.423,370931,380184,751115,23.8,0.681,21.30120727,26.414,7.459,484828.0,38505.0,,67.882,2.17510056,6.1,93.2095909532921,31.3,,0.493149307612364,34.031,5495.37708403183,47.15243145424322
2161,Honduras,HND,2014,23.123,4615611,4512235,9127846,20.9,0.606,25.60894093,54.514,4.16,5629004.0,311173.0,12.5718267675255,72.259,3.19305706,15.6,92.4330552871736,21.0,,1.84861910603263,41.616,2164.42455009318,49.418791352844
2162,Croatia,HRV,2014,9.3,2048178,2190210,4238389,41.9,0.841,19.54244679,55.923,12.0,2816771.0,804334.0,,77.4780487804878,5.56410217,2.5,,17.0,,-0.407343184777633,37.937,14001.1603438958,36.10976411006496
2163,Haiti,HTI,2014,25.771,5172525,5240216,10412740,21.4,0.525,19.17668414,51.444,8.243,6390709.0,424222.0,,62.987,0.4683435,38.7,64.1022382287667,32.8,,1.46596797524852,51.39,1454.64917469599,47.86411932868031
2164,Hungary,HUN,2014,9.5,4699323,5167145,9866468,40.5,0.838,17.52501676,70.227,12.8,6691117.0,1749021.0,,75.7634146341463,4.70014715,2.5,99.9702519413688,23.0,,-0.269378767165116,42.403,14294.2584180751,38.14946529007794
2165,Indonesia,IDN,2014,18.954,129071050,127158711,256229761,27.8,0.687,18.89054816,52.635,7.43,171140668.0,15707148.0,,69.533,0.99274278,7.9,87.8579420521054,25.6,,1.15950664180271,48.631,3476.62485441547,47.34023412678351
2166,India,IND,2014,19.049,675549357,631697152,1307246509,25.2,0.619,95.24264397,32.384,6.79,854999441.0,71341897.0,,69.074,0.85653549,14.4,88.5873718355345,22.0,,1.24036218382689,22.764,1559.86377870535,47.79628458733341
2167,Ireland,IRL,2014,14.4,2304438,2353302,4657740,35.0,0.914,8.522230711,62.34,6.3,3058075.0,599411.0,,81.3487804878049,6.77773857,2.5,96.2832427205083,10.9,,0.731001376585771,48.952,55752.7649838131,42.43561775757982
2168,Iraq,IRQ,2014,33.083,18331660,18414828,36746488,18.4,0.67,47.58535292,69.758,5.16,20732966.0,1130294.0,0.0552157490265622,68.914,1.03747571,16.8,93.3560196634455,24.6,,3.50227675046767,10.746,6215.98603314029,45.29146566017347
2169,Iceland,ISL,2014,13.4,164245,163141,327386,34.7,0.938,5.939603293,93.667,6.3,216736.0,43770.0,,82.8609756097561,6.62376833,2.5,100.0,9.3,,1.11250475522796,68.742,54576.7448146565,40.9337294052796
2170,Israel,ISR,2014,21.5,4078523,4137178,8215700,28.8,0.908,21.76878839,92.104,5.2,5029304.0,881735.0,,82.1536585365854,4.49629736,2.5,99.9999977771095,9.5,,1.91954379859591,55.678,38259.6810956173,41.635873277617755
2171,Italy,ITA,2014,8.3,29460113,31329027,60789140,44.0,0.883,17.10725238,69.272,9.8,39180526.0,13183650.0,,83.090243902439,6.68862152,2.5,99.9170340740928,9.8,,0.917504095962437,34.604,35565.7213771496,34.86913059959163
2172,Jamaica,JAM,2014,13.96,1382315,1402227,2784543,27.3,0.714,15.50872429,54.584,6.238,1949132.0,172922.0,,72.982,3.06121469,7.6,90.2730934740736,16.6,,0.410748099114478,48.292,4991.56153152664,50.13162985321567
2173,Jordan,JOR,2014,25.398,4497632,4160394,8658026,21.1,0.719,33.92842262,90.0,3.361,5324329.0,275841.0,,74.789,4.64796257,,98.9022105490586,15.1,,11.7940156559538,9.709,4255.89430213385,47.68352468540243
2174,Japan,JPN,2014,8.0,61951317,65324683,127276000,45.5,0.914,13.71386106,91.304,10.1,77229906.0,33762485.0,,83.5878048780488,9.02501678,2.5,98.8762538120223,8.8,,-0.132694222147042,47.548,38475.3952461838,33.50320681780227
2175,Kazakhstan,KAZ,2014,23.1,8259233,9029051,17288285,28.5,0.799,21.45655621,57.118,7.65,11533223.0,1182395.0,2.86924541809459,71.44,2.13331342,2.5,94.8292003225759,26.3,,1.47267087305755,62.583,12807.2630452048,44.29861318662326
2176,Kenya,KEN,2014,31.298,22770037,23061826,45831863,17.7,0.558,27.25581094,25.221,7.304,25471220.0,1111591.0,1.55156483214716,61.816,1.83768213,18.3,57.4534727374167,21.5,,2.2941780158286,69.18,1489.91972057277,46.09625347758126
2177,Cambodia,KHM,2014,22.775,7526346,7684470,15210817,23.7,0.569,24.24631214,21.799,5.756,9861420.0,616978.0,,69.736,1.23977196,7.5,70.3567098391523,23.0,,1.3977751944463,63.375,1098.07453750531,46.98553055708461
2178,Kuwait,KWT,2014,18.234,2175581,1586002,3761584,32.1,0.823,57.02947492,100.0,1.695,2857908.0,81426.0,,79.445,2.466609,2.5,100.0,11.3,,3.10674056152789,46.781,43239.8351779171,56.677387544277956
2179,Lebanon,LBN,2014,17.89,3117336,3157007,6274342,28.6,0.75,31.01273397,87.947,4.221,4313260.0,418483.0,,78.973,3.5689652,,90.5724231161199,20.7,,9.97196954242858,22.304,7665.37969186256,47.20811515463855
2180,Liberia,LBR,2014,35.075,2241889,2277509,4519398,17.5,0.472,45.00740159,49.397,9.799,2430974.0,157351.0,,59.121,0.82515347,36.8,71.585930812849,19.5,,2.05859453753694,70.587,713.734882389203,43.53256123246931
2181,Libya,LBY,2014,21.908,3100543,2997221,6097764,24.9,0.699,39.66495649,79.009,5.43,3879020.0,279566.0,,71.511,,5.4,96.411645612452,18.0,,1.86288826279856,25.204,9408.75254634115,48.772145931180916
2182,Sri Lanka,LKA,2014,16.396,10280468,10958989,21239457,30.5,0.76,20.96900691,18.218,6.979,14063554.0,1833873.0,1.25683936186982,74.651,1.61314976,10.2,86.8957412152415,14.9,,0.508369830959759,32.059,3885.62361617465,43.72648135122311
2183,Lesotho,LSO,2014,28.663,1031124,1064118,2095242,20.8,0.496,32.68274398,26.502,15.519,1268650.0,87405.0,,50.033,4.95433474,27.2,70.9091710075085,48.1,,1.02193622193702,46.336,1165.05065002416,47.239356913425006
2184,Lithuania,LTU,2014,10.4,1354801,1577567,2932367,41.7,0.861,13.3329535,67.108,13.7,1949194.0,556983.0,,74.5170731707317,4.12314367,2.5,96.1335981896812,21.4,,-0.859827343070249,48.896,16551.018202078,35.69946556125378
2185,Luxembourg,LUX,2014,10.9,278610,277710,556319,38.2,0.926,10.15031354,89.884,6.9,384740.0,78378.0,28.9216536259273,82.2292682926829,4.40729094,2.5,99.9446049649796,10.0,,2.35697870484045,50.365,123678.702143275,41.73532431507464
2186,Latvia,LVA,2014,10.9,912033,1081749,1993782,41.7,0.846,16.19572343,67.952,14.3,1306712.0,391682.0,,74.1243902439024,3.26013923,2.5,98.4765906084133,23.2,,-0.941743354234222,48.154,15742.3913381908,35.07825044541717
2187,Morocco,MAR,2014,20.617,17220817,17027786,34248603,26.3,0.644,29.40059385,60.256,5.741,22665399.0,1945500.0,,72.538,2.27032304,4.0,79.0494793784529,24.5,,1.3080629397791,22.262,3430.53442382813,48.051242596916524
2188,Moldova,MDA,2014,14.802,1358738,1499077,2857815,34.5,0.75,16.41710187,42.496,14.166,2036819.0,311459.0,27.9960306636429,69.031,4.25988245,2.5,88.5230477822304,25.6,,-0.0609720602101012,38.884,3289.16784588695,42.4699452241288
2189,Madagascar,MDG,2014,33.079,12150189,12065787,24215976,17.7,0.502,19.25843878,34.534,7.076,13444338.0,673999.0,3.88511566051036,64.255,1.74814212,37.7,47.299102963258,27.1,,2.6271377711217,82.286,517.136183122584,44.48495752846282
2190,Maldives,MDV,2014,18.044,239142,177596,416738,26.1,0.728,11.10396316,38.106,2.718,301838.0,17456.0,,79.424,4.904356,,98.5112365758254,13.1,,3.91748340604239,36.211,8872.128379429,55.08723426418875
2191,Mexico,MEX,2014,18.711,58145362,60610526,118755887,26.3,0.764,22.03917349,78.993,5.805,77325278.0,8058072.0,,74.797,2.89231014,4.0,97.3088202170104,15.6,,1.2414667155537,41.237,11490.0216901556,47.593637016065806
2192,North Macedonia,MKD,2014,11.4,1032212,1035259,2067471,35.8,0.755,34.79278398,57.284,9.5,1453487.0,256110.0,,75.4512195121951,4.01871777,3.8,97.4518918318534,24.9,,0.166476984005751,31.211,5495.73138040533,43.09889095628756
2193,Mali,MLI,2014,44.794,8866537,8685277,17551814,14.9,0.415,56.00353617,39.196,10.548,8646321.0,468536.0,,57.9,0.89173758,4.3,71.7847530871141,23.5,,3.17067551792802,59.354,818.430341392215,40.83787425547855
2194,Malta,MLT,2014,9.6,218536,216022,434558,39.3,0.881,13.75861976,94.347,7.5,295047.0,79478.0,,82.0463414634146,5.59774208,2.5,100.0,10.8,,1.9967544083193,39.937,26753.2733830814,40.438249255954055
2195,Myanmar,MMR,2014,18.404,25476524,25595912,51072436,27.0,0.553,32.27396916,29.65,8.804,34555887.0,2775639.0,0.214431116657519,65.056,1.06255651,5.0,70.0019904371487,26.5,,0.833860100341235,50.687,1281.43871813127,48.261071924297916
2196,Montenegro,MNE,2014,12.1,303191,318620,621810,36.2,0.819,23.74483028,65.471,9.7,420832.0,85215.0,,76.4414634146341,4.85656452,2.5,97.145409083929,22.7,,0.0970220113323688,37.863,7387.87296917548,40.56363292325159
